City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Hay River,CA,60.8156,-115.7999,33.8,86,99,2.3,overcast clouds
454,Arroyo,ES,41.6096,-4.7969,43.0,87,75,11.5,broken clouds
455,Cabo Rojo,PR,18.0866,-67.1457,77.0,90,4,9.86,clear sky
456,Ughelli,NG,5.4899,6.0074,76.6,93,100,2.91,overcast clouds
457,Bella Union,UY,-30.2752,-57.6007,58.21,73,0,6.24,clear sky
458,Plettenberg Bay,ZA,-34.0527,23.3716,54.7,68,0,3.94,clear sky
459,Tessalit,ML,20.1986,1.0114,78.22,34,86,16.73,overcast clouds
460,Nyagan,RU,62.1406,65.3936,39.79,41,3,1.5,clear sky
461,Muravlenko,RU,63.7898,74.523,30.31,91,100,21.72,overcast clouds
462,Waipawa,NZ,-41.4122,175.5153,55.4,67,53,14.97,broken clouds
463,Normandin,CA,48.8333,-72.5321,42.8,70,97,26.46,overcast clouds
464,Camocim,BR,-2.9022,-40.8411,76.28,87,64,3.0,broken clouds
465,Linxia,CN,35.6003,103.2064,69.62,20,38,4.72,scattered clouds
466,Lerwick,GB,60.1545,-1.1494,33.8,93,100,2.3,overcast clouds
467,Shirokiy,RU,49.758,129.523,60.89,36,24,2.62,few clouds
468,Padang,ID,-0.9492,100.3543,86.0,74,20,4.61,few clouds
469,Shenzhen,CN,22.5455,114.0683,87.01,64,79,3.0,broken clouds
470,Mackay,AU,-21.15,149.2,77.0,69,40,23.02,scattered clouds
471,Maniitsoq,GL,65.4167,-52.9,34.59,75,100,4.41,overcast clouds
472,Nara,JP,34.6851,135.8049,77.0,50,75,17.27,broken clouds
473,Brotas,BR,-22.2842,-48.1267,58.3,88,100,6.6,overcast clouds
474,Gilford,US,43.5476,-71.4067,41.0,87,90,10.36,light rain
475,Gamboula,CF,4.1178,15.1393,66.76,89,100,0.31,overcast clouds
476,Goderich,CA,43.7501,-81.7165,41.0,65,0,17.27,clear sky
477,Turan,VN,16.0678,108.2208,89.6,62,20,8.05,few clouds
478,Petatlan,MX,17.5167,-101.2667,76.5,82,3,2.42,clear sky
479,Kolokani,ML,13.5728,-8.0339,83.52,41,66,5.37,broken clouds
480,Stafford,GB,52.8052,-2.1164,37.0,52,17,3.85,few clouds
481,Melfi,IT,40.9965,15.6514,62.01,100,100,3.44,overcast clouds
482,Waddan,LY,29.1614,16.139,81.32,10,0,8.03,clear sky
483,Haines Junction,CA,60.7522,-137.5108,42.8,49,100,13.8,overcast clouds
484,Ahuimanu,US,21.4447,-157.8378,80.6,83,75,11.5,light rain
485,Esso,RU,55.9333,158.7,42.33,82,99,5.06,overcast clouds
486,Inta,RU,66.0317,60.1659,36.86,62,77,13.2,broken clouds
487,Fayaoue,NC,-20.65,166.5333,77.34,73,100,21.18,overcast clouds
488,Puerto Madero,MX,14.7208,-92.4215,77.0,100,40,4.38,scattered clouds
489,Rafaela,AR,-31.2503,-61.4867,57.99,52,1,1.01,clear sky
490,Bairiki,KI,1.3292,172.9752,87.8,70,75,8.05,broken clouds
491,Okhotsk,RU,59.3833,143.3,36.05,78,100,3.09,overcast clouds
492,Lavrentiya,RU,65.5833,-171.0,23.79,80,70,1.92,broken clouds
493,Gamba,GA,-2.65,10.0,76.82,92,100,3.76,light rain
494,Teguise,ES,29.0605,-13.564,62.6,63,0,9.22,clear sky
495,Karacakoy,TR,41.4029,28.3834,66.0,88,0,1.14,clear sky
496,Marawi,PH,7.9986,124.2928,84.99,76,97,5.99,overcast clouds
497,Romny,UA,50.751,33.4747,53.1,95,88,6.11,overcast clouds
498,North Bend,US,43.4065,-124.2243,55.99,94,90,3.44,overcast clouds
499,Nampula,MZ,-15.1165,39.2666,71.6,100,20,2.3,few clouds
500,Inyonga,TZ,-6.7167,32.0667,61.21,95,99,3.29,overcast clouds
501,Mount Gambier,AU,-37.8333,140.7667,69.8,49,40,12.66,scattered clouds
502,Lom Sak,TH,16.7798,101.2422,82.4,78,20,4.61,few clouds
503,Hennenman,ZA,-27.9765,27.0242,44.01,95,0,6.02,clear sky
504,Northam,GB,51.0333,-4.2167,39.99,1,13,1.92,few clouds
505,Vatne,NO,62.5667,6.65,32.0,87,18,1.99,few clouds
506,Goure,NE,13.9835,10.2704,77.85,10,4,7.96,clear sky
507,Tyukalinsk,RU,55.8732,72.1967,42.78,39,3,21.63,clear sky
508,Manokwari,ID,-0.8667,134.0833,83.28,72,96,4.94,overcast clouds
509,Kibaya,TZ,-5.3,36.5667,59.72,95,100,2.51,overcast clouds
510,Porec,HR,45.2258,13.5939,57.0,94,75,4.61,broken clouds
511,Narsaq,GL,60.9167,-46.05,48.2,31,75,28.77,broken clouds
512,Fare,PF,-16.7,-151.0167,81.5,69,89,10.76,overcast clouds
513,Sasovo,RU,54.3537,41.9199,50.9,94,100,10.13,moderate rain
514,Isla Mujeres,MX,21.2311,-86.731,81.0,78,40,13.8,scattered clouds
515,Deputatskiy,RU,69.3,139.9,26.6,87,100,4.09,overcast clouds
516,Salinas,US,36.6777,-121.6555,55.4,82,90,12.66,overcast clouds
517,Ngunguru,NZ,-35.6167,174.5,68.0,68,100,5.01,overcast clouds
518,Hobyo,SO,5.3505,48.5268,84.15,64,100,5.06,overcast clouds
519,Khawhai,IN,23.3667,93.1167,84.52,27,0,2.57,clear sky
520,Arman,RU,59.7,150.1667,37.51,75,100,3.38,overcast clouds
521,Kyra,RU,49.5776,111.9753,48.76,37,100,7.18,overcast clouds
522,Lavumisa,SZ,-27.31,31.892,62.6,94,98,3.44,overcast clouds
523,Saint-Joseph,RE,-21.3667,55.6167,75.99,73,0,13.65,clear sky
524,Tondano,ID,1.3038,124.9112,84.2,74,40,8.05,scattered clouds
525,Herre,NO,59.1,9.5667,35.01,81,15,3.0,few clouds
526,Buenos Aires,AR,-34.6132,-58.3772,68.0,68,0,8.05,clear sky
527,Lithgow,AU,-33.4833,150.15,61.0,90,1,5.88,clear sky
528,Aitape,PG,-3.1374,142.3475,84.13,75,100,5.35,overcast clouds
529,Maun,BW,-19.9833,23.4167,66.2,94,0,3.44,clear sky
530,Lesnoye,RU,58.2841,35.5158,33.58,81,30,7.0,scattered clouds
531,Nemuro,JP,43.3236,145.575,44.6,61,75,13.8,broken clouds
532,Marathon,US,44.9,-89.7668,51.8,32,1,3.44,clear sky
533,Roma,US,43.2128,-75.4557,36.0,80,90,17.27,overcast clouds
534,Palafrugell,ES,41.9174,3.1631,55.0,24,98,11.86,light rain
535,Komsomolskiy,UZ,40.4272,71.7189,69.8,46,58,9.22,broken clouds
536,Esmeraldas,BR,-19.7625,-44.3139,62.6,82,0,6.91,clear sky
537,Chalmette,US,29.9427,-89.9634,77.0,78,1,9.69,clear sky
538,Nizhniy Odes,RU,63.6445,54.856,35.73,76,100,13.76,overcast clouds
539,Jiaojiang,CN,28.6803,121.4428,87.01,55,42,1.01,scattered clouds
540,Halifax,CA,44.6453,-63.5724,46.0,87,96,24.16,overcast clouds
541,Wyndham,US,37.6985,-77.6125,55.99,50,1,6.91,clear sky
542,Touros,BR,-5.1989,-35.4608,75.2,88,20,4.61,few clouds
543,Abha,SA,18.2164,42.5053,60.8,55,20,6.46,few clouds
544,Murchison,NZ,-41.8,172.3333,60.48,60,7,2.59,clear sky
545,Yenagoa,NG,4.9247,6.2642,77.22,93,98,2.91,overcast clouds
546,Coihueco,CL,-36.6167,-71.8333,55.4,100,40,9.22,moderate rain
547,Barcelos,PT,41.5388,-8.6151,46.99,81,0,5.75,clear sky
548,Richards Bay,ZA,-28.783,32.0377,63.63,85,99,14.92,light rain
549,Basco,PH,20.4487,121.9702,80.02,73,1,5.55,clear sky
550,Akhtanizovskaya,RU,45.32,37.1,51.8,82,54,13.42,broken clouds
551,Vani,GE,42.0832,42.5216,51.8,93,40,2.3,mist
552,Anjozorobe,MG,-18.4,47.8667,62.6,94,75,6.91,broken clouds
553,Sao Filipe,CV,14.8961,-24.4956,72.14,75,6,9.35,clear sky
554,Dondo,MZ,-19.6094,34.7431,73.4,94,75,4.12,light rain
555,Mapiripan,CO,2.8892,-72.1256,70.3,97,100,2.82,overcast clouds
556,Wewak,PG,-3.5534,143.6268,83.14,79,56,5.61,broken clouds
557,Katherine,AU,-14.4667,132.2667,91.4,33,40,13.8,scattered clouds
558,Sao Sepe,BR,-30.1606,-53.5653,55.4,94,0,2.3,clear sky
559,Ostersund,SE,63.1792,14.6357,30.99,86,20,6.91,few clouds
560,Cedar City,US,37.6775,-113.0619,69.8,19,1,6.91,clear sky
561,Marzuq,YE,14.4,46.4667,74.75,58,96,2.19,overcast clouds
562,Sakaiminato,JP,35.55,133.2333,64.4,63,40,12.66,scattered clouds
563,Nihommatsu,JP,37.5833,140.4333,62.01,59,75,6.91,broken clouds
564,Nichinan,JP,31.6,131.3667,73.4,78,75,14.97,broken clouds
565,Panjakent,TJ,39.4952,67.6093,62.6,67,99,18.41,overcast clouds
566,Pekan,MY,3.4836,103.3996,86.0,74,20,4.61,few clouds
567,Bac Lieu,VN,9.285,105.7244,89.15,59,74,14.52,broken clouds
568,Palu,ID,-0.8917,119.8707,88.38,61,86,2.98,overcast clouds
569,Puerto Guzman,CO,0.9703,-76.5858,69.55,97,100,1.34,overcast clouds
570,Itarema,BR,-2.9248,-39.9167,75.78,89,20,8.68,few clouds
571,Necochea,AR,-38.5473,-58.7368,55.0,84,0,11.01,clear sky
572,Buala,SB,-8.145,159.5921,82.69,71,99,2.26,light rain
573,Jalu,LY,29.0331,21.5482,81.01,15,0,10.8,clear sky
574,Ixtapa,MX,20.7,-105.2,77.0,78,75,0.43,broken clouds
575,Kamennomostskiy,RU,44.2983,40.1856,56.1,83,100,1.88,overcast clouds
576,Parana,AR,-31.732,-60.5238,62.01,94,0,7.83,clear sky
577,Chara,RU,56.9064,118.2631,32.85,94,43,1.86,scattered clouds
578,Gambela,ET,8.25,34.5833,74.26,75,96,3.91,overcast clouds
579,Cecava,BA,44.6867,17.7706,55.4,94,0,2.3,clear sky
580,Bud,US,39.447,-86.1758,46.0,74,6,3.65,clear sky
581,Namtsy,RU,62.7161,129.6658,51.8,46,0,6.71,clear sky
582,Nanakuli,US,21.3906,-158.1547,80.01,73,90,8.05,overcast clouds
583,Caetite,BR,-14.0694,-42.475,64.99,89,78,11.95,broken clouds
584,Teguldet,RU,57.3064,88.1667,49.78,51,0,11.01,clear sky
585,Qiryat Shemona,IL,33.2073,35.5721,68.0,45,2,1.14,clear sky
586,Micheweni,TZ,-4.9667,39.8333,78.15,86,96,8.9,light rain
587,Yining,CN,29.0361,114.5636,89.4,43,0,1.97,clear sky
588,San Andres,CO,12.5847,-81.7006,80.6,74,20,6.91,few clouds
589,Madona,LV,56.8533,26.217,31.46,84,5,5.1,clear sky
590,Matagami,CA,49.7502,-77.6328,23.0,58,1,13.8,clear sky
591,Winslow,US,35.0242,-110.6974,66.2,11,1,4.61,clear sky
592,Baie-Saint-Paul,CA,47.4411,-70.4986,41.0,93,100,3.44,overcast clouds
593,Sungairaya,ID,0.7,108.9,89.04,55,99,2.06,overcast clouds
594,Nabire,ID,-3.3667,135.4833,87.44,62,68,6.29,broken clouds
595,Yumen,CN,40.2833,97.2,77.65,6,100,6.89,overcast clouds
596,Nyuksenitsa,RU,60.4128,44.2397,35.78,97,100,8.61,overcast clouds
597,San Quintin,MX,30.4833,-115.95,64.78,71,1,8.66,clear sky
598,Tecoanapa,MX,16.5167,-98.75,79.95,78,9,3.76,clear sky
599,Linares,CL,-35.85,-71.6,54.34,81,100,5.03,overcast clouds
600,Ketchikan,US,55.3422,-131.6461,46.4,93,90,9.22,light rain
601,Okato,NZ,-39.2,173.8833,57.0,72,0,13.0,clear sky
602,Rudbar,AF,30.15,62.6,79.05,39,88,14.72,overcast clouds
603,Celestun,MX,20.8667,-90.4,81.75,68,100,14.72,overcast clouds
604,Arlit,NE,18.7369,7.3853,81.82,6,0,5.44,clear sky
605,Giyani,ZA,-23.3025,30.7187,61.97,83,100,7.99,overcast clouds
606,Maningrida,AU,-12.0667,134.2667,87.69,49,4,9.82,clear sky
607,Terenos,BR,-20.4422,-54.8603,66.2,59,0,6.91,clear sky
608,Bahar,IR,34.9072,48.4414,48.2,66,0,2.3,clear sky
609,Kholodnyy,RU,62.7167,147.95,34.5,95,99,0.58,overcast clouds
610,Oswego,US,43.4501,-76.1497,36.0,80,90,20.71,overcast clouds
611,Charters Towers,AU,-20.1,146.2667,80.4,44,18,11.48,few clouds
612,Boyolangu,ID,-8.1181,111.8935,85.48,67,79,6.02,broken clouds
613,Severo-Yeniseyskiy,RU,60.3725,93.0408,32.72,99,100,12.12,light snow
614,Labuhan,ID,-6.8844,112.2051,86.27,65,46,7.25,scattered clouds
615,Sibolga,ID,1.7427,98.7792,85.98,63,92,3.94,overcast clouds
616,Naudero,PK,27.6648,68.3622,86.0,45,79,6.17,haze
617,Alofi,NU,-19.0595,-169.9187,77.0,94,100,2.3,moderate rain
618,Kamenka,RU,51.3223,42.7678,53.01,88,100,15.14,overcast clouds
619,Lima,PE,-12.0432,-77.0282,66.2,82,0,9.22,clear sky
620,Udachnyy,RU,66.4167,112.4,33.33,94,100,10.04,overcast clouds
621,Boende,CD,-0.2167,20.8667,70.27,96,100,1.68,light rain
622,Fairbanks,US,64.8378,-147.7164,37.4,48,90,12.66,overcast clouds
623,Orebro,SE,59.2741,15.2066,37.0,86,75,3.44,broken clouds
624,Wahiawa,US,21.5028,-158.0236,75.99,73,90,8.05,light rain
625,Areosa,PT,41.7178,-8.8571,48.0,81,0,5.75,clear sky
626,Ulladulla,AU,-35.35,150.4667,73.4,53,75,8.05,broken clouds
627,Coquimbo,CL,-29.9533,-71.3436,55.4,88,0,4.61,clear sky
628,Hammerfest,NO,70.6634,23.6821,30.2,86,40,18.41,snow
629,Prince George,CA,53.9166,-122.753,46.4,76,75,4.61,broken clouds
630,Ormara,PK,25.2088,64.6357,84.52,64,100,12.93,overcast clouds
631,Sangar,RU,63.9242,127.4739,40.82,82,96,6.26,overcast clouds
632,Chifeng,CN,42.2683,118.9636,48.02,26,66,16.51,broken clouds
633,Townsville,AU,-19.25,146.8,80.6,65,75,9.22,broken clouds
634,Koungou,YT,-12.7336,45.2042,80.6,89,75,6.91,broken clouds
635,Brae,GB,60.3964,-1.353,33.8,93,82,2.3,broken clouds
636,Rondonopolis,BR,-16.4708,-54.6356,73.35,61,80,1.48,broken clouds
637,Eresos,GR,39.1667,25.9333,60.8,77,0,2.3,clear sky
638,Sept-Iles,CA,50.2001,-66.3821,42.01,87,100,3.2,overcast clouds
639,Arroio Grande,BR,-32.2375,-53.0869,58.01,96,8,6.67,clear sky
640,Valdivia,CL,-39.8142,-73.2459,55.4,100,90,6.91,overcast clouds
641,Huarmey,PE,-10.0681,-78.1522,66.99,89,9,7.94,clear sky
642,Finspang,SE,58.7058,15.7674,28.4,80,13,2.3,few clouds
643,Smithers,CA,54.7804,-127.1743,46.4,81,75,4.61,broken clouds
644,Gasa,PS,31.5,34.4667,64.4,59,0,6.91,clear sky
645,Laguna De Perlas,NI,12.3429,-83.6712,79.05,71,10,8.77,clear sky
646,Mount Isa,AU,-20.7333,139.5,84.2,26,40,10.36,scattered clouds
647,Somerset East,ZA,-32.7217,25.588,44.64,85,0,2.44,clear sky
648,Alyangula,AU,-13.8483,136.4192,87.8,70,75,9.22,broken clouds
649,Ballina,AU,-28.8667,153.5667,71.6,68,75,12.66,moderate rain
650,Bayir,TR,37.2687,28.2167,55.4,71,0,2.3,clear sky
651,Bathsheba,BB,13.2167,-59.5167,78.8,65,20,13.8,few clouds
652,Boulder City,US,35.9786,-114.8325,91.4,11,1,3.44,clear sky
653,Umm Kaddadah,SD,13.6017,26.6876,76.06,22,39,7.07,scattered clouds
654,Moussoro,TD,13.6408,16.4901,80.8,5,6,12.46,clear sky
655,Grafton,US,42.207,-71.6856,44.01,81,90,21.85,light rain
656,Yulara,AU,-25.2406,130.9889,82.4,15,100,9.22,overcast clouds
657,Tsiroanomandidy,MG,-18.7667,46.0333,63.82,89,0,2.55,clear sky
658,Porto Novo,BJ,6.4965,2.6036,82.4,83,20,10.36,few clouds
659,Banjar,ID,-8.19,114.9675,86.0,84,20,4.61,few clouds
660,Boralday,KZ,43.3578,76.8594,50.0,93,90,13.42,mist
661,Majene,ID,-3.5403,118.9707,84.02,72,37,4.61,scattered clouds
662,Bintulu,MY,3.1667,113.0333,87.8,70,20,5.75,few clouds
663,Whitehorse,CA,60.7161,-135.0538,46.4,39,75,10.36,broken clouds
664,Datong,CN,40.0936,113.2914,55.9,12,73,16.37,broken clouds
665,Bacalar,MX,18.6667,-88.3833,82.0,83,1,3.0,clear sky
666,Sistranda,NO,63.7256,8.834,33.8,93,40,3.44,light snow
667,Shellbrook,CA,53.2168,-106.4011,51.8,87,20,2.3,few clouds
668,Lons-Le-Saunier,FR,46.75,5.75,43.0,93,100,4.61,overcast clouds
669,Lagoa Santa,BR,-19.6272,-43.8897,62.6,82,0,6.91,clear sky
670,Kaeo,NZ,-35.1,173.7833,68.0,68,16,5.01,few clouds
671,Zaysan,KZ,47.4667,84.8667,46.22,65,100,16.91,overcast clouds
672,Soe,ID,-9.8607,124.284,80.01,54,9,8.32,clear sky
673,Portland,US,45.5234,-122.6762,60.01,90,100,1.01,light rain
674,Lively,CA,46.4334,-81.1498,35.01,59,1,8.05,clear sky
675,Filingue,NE,14.3521,3.3168,84.87,19,0,5.64,clear sky
676,Beja,TN,36.7256,9.1817,71.6,64,40,3.44,scattered clouds
677,Nouadhibou,MR,20.931,-17.0347,66.2,88,0,14.97,clear sky
678,Murovani Kurylivtsi,UA,48.7235,27.5189,52.0,92,99,2.39,overcast clouds
679,Kenai,US,60.5544,-151.2583,44.6,39,1,9.22,clear sky
680,Udimskiy,RU,61.1417,45.9144,34.16,97,100,6.87,light snow
681,Cam Ranh,VN,11.9214,109.1591,87.8,62,20,4.61,few clouds
682,Chitral,PK,35.8462,71.7858,67.66,40,2,2.86,clear sky
683,Cotonou,BJ,6.3654,2.4183,82.4,83,20,10.36,few clouds
684,Mayo,US,38.8876,-76.5119,55.4,35,1,19.57,clear sky
685,Port Keats,AU,-14.25,129.55,91.31,31,0,3.18,clear sky
